"prior_message","barney_message"
"Our coupons are your effigy.","I'm not saying he loves pizza, but the last time he went, the doctor said, ""stop eating pizza. ""Marshall:"" Why? ""Doc:"" To you examine. "" But seriously, we laugh because we love you."
"Did you get mugged?","Who? He wore a black hat and beard of the day? He said ""Hands up! ""?"
"It was downright terrifying.","It was downright terrifying."
"Okay, you know what? We'll all calm down. We do not need a g*n. I just want to forget what happened and continue to live my life.","I just want to forget what happened and continue to live my life. It's great. But I think I'll add a tear."
"Listen baby, I know it's scary, but look at me. I'm fine.You can put this behind us?","It's gold! But I'd rather say 'put me behind you. """
"I know. I know. Listen, I must confess something. This attack did not go exactly as I said.","So it was indeed a black bonnet. J'l'avais said!"
"He as*ault you naked?","I do not ask where he kept his w*apon."
"Ted, Barney and Lily laugh at Marshall.","You've been mugged by a monkey?"
"This monkey has our address. And if it belonged to a gang?I hope he will climb to see us.","Why did not you asked the guard to recover your wallet?"
"Hi, friends. What's new?","New information has been discovered on the attack on Marshall."
"Okay. That's what happened.","No, I said. This is my story. You see, the young Marshall was at the zoo, eating a banana..."
"I ate no banana! If you tell it, do it well.","You're right. The banana was on the floor."
"Was not... Was not banana banana.","Marshall, I'm sorry, really. Here's what happened."
"Barney entered the apartment while Ted is sitting on the couch.","I've just been mugged."
"Neil? Neil!","Well, my name is not Neil. This is Bar..."
"You've just mugged?","Well, I can do. You see, I was on the road to the launch pad when I got mugged. And the aggressor... took my keys from the shuttle. Successful. Who wants to do something to 3?"
"You're the lemon in your hair.","The story is better with my end... It's... Okay? So we were there, zero gravity. They wore helmets that astronauts..."
"Guys, there was no monkey! He was a man with a g*n.","You sure it was not a monkey on the shoulders of another monkey, wearing a trench coat?"
"I just invented this story that Lily does not buy a w*apon. In truth, it never happened.","I can not believe."
"I would not?","If serious, this is too funny."
"Well, this has never happened. And I can lie to you because you are my best friends.","I, yes, but still."
"But I can not lie on national TV.","You know a long time. He told the truth?"
"I could not say. It smells good. But I could not say.","I still say that it happened."
"Maybe. But, Marshall, if you have not been attacked by a monkey, Robin must not speak on his show. It would be more credible.","Journalists lie constantly. Sorry, but I believe that Jack Palance is dead when I see the body."
"It will perhaps shock you Barney, but people do not like lying to them.","False! They like to discover that they lied. ""Because a lie is just a great story that has mixed with the truth."" Barney Stinson. Example, that Sarah gave me this!"
"You mean what you done to him.","No, I mean what she did. In truth, I fear that history has not gone exactly as I said."
"Yes, Neil?","It's you Lisa? Sarah, wait. Listen. I'm Neil Armstrong.Sorry I lied."
"This is the belt of Planar 3?","You know it."
"You got me. I was just nervous. I got mugged by a monkey.","Yeah! I knew it."
"Now I think you're not really mugged by a monkey.","Come on, Ted. Why he would invent something like that?"
"It's you who will be covered by the sheet if you leave your model not stupid.","Dude, what do you do?"
"I do not think Marshall will lie on TV. And when it gives up, I wanna be there for Robin, with a story. Or rather, 102 stories, because it is the height of a building in New York.","Now I want a w*apon."
"No! I have not been mugged!","You know if it was attacked?"
"Micro and makeup in place. The socks of the arch duchess.","It was not very satisfactory. When I tell that he was attacked by a monkey. And I keep the stuff of banana. It was good."
"Barney, stop lying. You can not put another end because the conclusion does not satisfy you.","Really? Well, believe me, Mosby. One day you shall tell this story and you'll see things my way."
"It's really happening?","Of course, Ted."
".. never...",".. seen."
"And Mahatma Gandhi. And pancakes. Well all together! And the dragon. And you.","Guys, guys! Guess what Robin has done."
"20 seconds ago...","You're currently whining?"
"I know it's stupid, but... And the dragon. They are happy, you know?","Not as much as me, Robin. Guys, guys! Guess what Robin has done."
"You marry when?","Robin whining during the song Clint. Oh, I've already said. The super good sister of Ted, Heather!"
"I know. His mother called such five times to ask where he was.","Sorry Robin. They are all out of pretzels. And I know how you're emotional. Shh. Leave it alone."
"Okay! Okay, I... I cried during the song Clint.","She cried to the song of Clint."
"I mean, I put an online auction and I won the next day and I was accepted. I have just finalized all the paperwork.","And that was fine with Blair Witch, and she tried to haggle on closing costs?"
"I'm an architect. I would find a way. And if I start now, this is over so that my wife and I can move.","Is it in the room with us right now, Ted?"
"Yeah, I agree. This is perhaps the dumbest thing you've ever done.","The dumbest thing that ON've ever done."
"My God, you had to be completely stuffed.","No, it's too dumb to whether adult. It should be child when it happened."
"Children? Why...","Put rockets in..."
"Bourre.","Gamin."
"Drum roll, please. I was... Drunk!","You know, I'm glad Robin have guessed. Because it is really sensitive and fragile. I talk about the times she cried during the song Clint. And while I whisper, I hope she hears me."
"Are you crying?","I know it's silly, but... And the dragon. They are happy, you know?"
"Not as much as me.","I shall spin you 500 dollars if it happened to you instead of me."
"$ 500? No worries.","Thank you, Robin. You saved me an explanation and an excruciating public humiliation. Guys! Guys! Guess what Robin has done."
"Oh, hey! The doorbell does not work.","Wait, wait. You will inspect the place where now?"
"But Marshall took the risk, and that's the best thing that ever happened to you both.","It was Robin! ""What! ""Yes, it was Robin who cried at the song Clint! But she said... I know what she said. But that's not what she wanted you to know."
"Look, Barney, I support most all these jokes about me crying. And if I claim to prove it was you who was crying, that you would not be a problem?","Of course."
"You're always a little too far.","Shit."
"The ceiling collapsed.","I see a complaint."
"You were right. It was a huge mistake. It's just that... the world is changing, but me... You have a flat 'for years. It's getting serious between Robin and Don. Barney, perhaps this is a new tie?","Thank you. My God."
"Now my mother remarried. I... I'm exactly the same spot 5 years ago. I'm tired. I'm... I'm ready for life that goes with this house.","OK, buddy. Sometimes people make bad decisions in life. Like your mother."
